timestamp,close,sma_s,sma_m,sma_l,signal,position,equity,net_ret
2025-12-19 16:00:00,4337.04,4324.830625,4314.790243902439,4310.158476454293,1,1.0,10.027959540125373,0.000953170040457918
2025-12-19 16:30:00,4341.51,4326.099375,4314.963821138212,4310.354072022161,1,1.0,10.038294925352247,0.001030656853522327
2025-12-19 17:00:00,4347.89,4327.821875,4315.1507317073165,4310.577645429363,1,1.0,10.053046549009396,0.001469534793194116
2025-12-19 17:30:00,4345.87,4329.18875,4315.361463414635,4310.793351800555,1,1.0,10.048375972240205,-0.0004645931704805317
2025-12-19 18:00:00,4347.87,4330.81125,4315.552032520325,4311.015069252077,1,1.0,10.053000305675045,0.0004602070471504405
2025-12-19 18:30:00,4343.57,4332.068749999999,4315.729186991869,4311.221246537397,1,1.0,10.043057988790133,-0.0009889900112008965
2025-12-19 19:00:00,4342.65,4333.305625,4315.922276422763,4311.408642659279,1,1.0,10.040930795410105,-0.0002118073382033625
2025-12-19 19:30:00,4341.35,4334.5575,4316.109878048781,4311.590221606649,1,1.0,10.03792497867746,-0.0002993563837747626
2025-12-19 20:00:00,4341.46,4335.851875,4316.297723577236,4311.749390581717,1,1.0,10.038179317016375,2.533774056456828e-05
2025-12-19 20:30:00,4336.24,4336.891250000001,4316.464308943089,4311.853407202216,1,1.0,10.026109806751435,-0.0012023604962386747
2025-12-19 21:00:00,4338.25,4337.860000000001,4316.638902439024,4311.932603878116,1,1.0,10.030757261853454,0.00046353522867748076
2025-12-19 21:30:00,4336.08,4338.556875,4316.771138211382,4312.00083102493,1,1.0,10.025739860076648,-0.0005002016942315946
2025-12-19 22:00:00,4334.94,4339.1775,4316.932195121952,4312.049944598338,1,1.0,10.023103990018786,-0.0002629102784081905
2025-12-19 22:30:00,4342.0,4340.0525,4317.08849593496,4312.13783933518,1,1.0,10.039427887043784,0.0016286269244789597
2025-12-19 23:00:00,4337.04,4340.416875,4317.257967479674,4312.174626038781,1,1.0,10.027959540125373,-0.0011423307231690494
2025-12-19 23:30:00,4337.04,4340.675,4317.394105691057,4312.214986149585,1,1.0,10.027959540125373,0.0
2025-12-20 00:00:00,4334.99,4340.546875,4317.519918699188,4312.201108033241,1,1.0,10.023219598354657,-0.0004726726062015407
2025-12-20 00:30:00,4337.82,4340.31625,4317.673658536586,4312.212216066482,1,1.0,10.02976303016496,0.0006528273421622099
2025-12-20 01:00:00,4337.86,4339.689375,4317.851910569106,4312.253601108034,1,1.0,10.029855516833656,9.221221719757366e-06
2025-12-20 01:30:00,4339.99,4339.321875,4318.011910569106,4312.269030470914,1,1.0,10.034780431941765,0.0004910255287169374
2025-12-20 02:00:00,4341.99,4338.954374999999,4318.190487804877,4312.288171745153,1,1.0,10.03940476537661,0.00046083055490919733
2025-12-20 02:30:00,4338.21,4338.619375,4318.337317073171,4312.302603878116,1,1.0,10.030664775184757,-0.0008705685641836602
2025-12-20 03:00:00,4341.87,4338.570625,4318.525081300812,4312.327617728532,1,1.0,10.039127305370519,0.0008436659359505327
2025-12-20 03:30:00,4341.91,4338.605625,4318.708739837398,4312.407700831025,1,1.0,10.039219792039216,9.212620368570512e-06
2025-12-20 04:00:00,4339.74,4338.498125,4318.848658536585,4312.541024930748,1,1.0,10.03420239026241,-0.0004997800507150485
2025-12-20 04:30:00,4341.85,4338.84875,4318.943333333334,4312.693296398892,1,1.0,10.039081062036171,0.0004862042426505564
2025-12-20 05:00:00,4341.85,4339.07375,4319.036910569105,4312.8612742382265,1,1.0,10.039081062036171,0.0
2025-12-20 05:30:00,4339.74,4339.3025,4319.123130081301,4313.01484764543,1,1.0,10.03420239026241,-0.00048596796296518363
2025-12-20 06:00:00,4339.77,4339.604375,4319.22975609756,4313.137340720221,1,1.0,10.034271755263935,6.9128565307607914e-06
2025-12-20 06:30:00,4340.0,4339.479375,4319.305121951219,4313.248753462603,1,1.0,10.034803553608942,5.299820036541725e-05
2025-12-20 07:00:00,4339.0,4339.601875,4319.380203252032,4313.354515235457,1,1.0,10.03249138689152,-0.00023041474654372784
2025-12-20 07:30:00,4341.48,4339.879375,4319.460609756098,4313.4297783933525,1,1.0,10.038225560350725,0.000571560267342619
2025-12-20 08:00:00,4341.09,4340.260625,4319.546585365853,4313.538060941828,1,1.0,10.037323815330932,-8.983111749893968e-05
2025-12-20 08:30:00,4339.29,4340.3525,4319.589999999999,4313.618504155124,1,1.0,10.033161915239573,-0.0004146424054788378
2025-12-20 09:00:00,4340.79,4340.535625,4319.637764227643,4313.703795013851,1,1.0,10.036630165315703,0.0003456786709346016
2025-12-20 09:30:00,4338.4,4340.43625,4319.658780487805,4313.789916897506,1,1.0,10.031104086861065,-0.0005505910214500531
2025-12-20 10:00:00,4338.38,4340.210625,4319.675853658537,4313.888753462604,1,1.0,10.031057843526716,-4.609994467941192e-06
2025-12-20 10:30:00,4336.01,4340.073125,4319.6916666666675,4313.969390581718,1,1.0,10.025578008406429,-0.0005462868628381967
2025-12-20 11:00:00,4336.05,4339.709374999999,4319.706585365853,4314.048199445983,1,1.0,10.025670495075126,9.225070975338312e-06
2025-12-20 11:30:00,4336.0,4339.34,4319.698455284552,4314.121329639888,1,1.0,10.025554886739254,-1.153123234287623e-05
2025-12-20 12:00:00,4339.33,4339.314375,4319.726138211382,4314.221135734072,1,1.0,10.033254401908266,0.0007679889298892739
2025-12-20 12:30:00,4339.0,4339.13625,4319.751016260163,4314.321689750692,1,1.0,10.032491386891518,-7.604860658205759e-05
2025-12-20 13:00:00,4339.63,4338.9974999999995,4319.790040650407,4314.430581717452,1,1.0,10.033948051923494,0.00014519474533303267
2025-12-20 13:30:00,4343.97,4339.261875,4319.863008130082,4314.538559556787,1,1.0,10.043982855477102,0.0010000852607250366
2025-12-20 14:00:00,4340.08,4339.28125,4319.9067886178855,4314.633240997229,1,1.0,10.034988526946334,-0.0008954942138182931
2025-12-20 14:30:00,4341.67,4339.385625,4319.963983739838,4314.723739612188,1,1.0,10.038664872027034,0.00036635269395968173
2025-12-20 15:00:00,4341.68,4339.553124999999,4320.000081300813,4314.833656509695,1,1.0,10.038687993694209,2.303261187552863e-06
2025-12-20 15:30:00,4341.72,4339.568125,4320.0236991869915,4314.938144044321,1,1.0,10.038780480362906,9.213023530074693e-06
2025-12-20 16:00:00,4340.15,4339.509375,4320.0606097560985,4315.043268698061,1,1.0,10.035150378616553,-0.00036160784205352403
2025-12-20 16:30:00,4340.17,4339.564375,4320.117845528455,4315.143462603878,1,1.0,10.035196621950904,4.608135663719537e-06
2025-12-20 17:00:00,4341.72,4339.6225,4320.215040650406,4315.257783933518,1,1.0,10.038780480362908,0.00035712886822403256
2025-12-20 17:30:00,4341.72,4339.83,4320.33012195122,4315.3727977839335,1,1.0,10.038780480362908,0.0
2025-12-20 18:00:00,4340.95,4339.990624999999,4320.450162601626,4315.541634349031,1,1.0,10.037000111990492,-0.0001773490690326618
2025-12-20 18:30:00,4342.34,4340.3862500000005,4320.546382113821,4315.69216066482,1,1.0,10.04021402372771,0.0003202064064318222
2025-12-20 19:00:00,4342.55,4340.7925,4320.702967479675,4315.804487534627,1,1.0,10.040699578738367,4.8361021937504134e-05
2025-12-20 19:30:00,4340.18,4341.05375,4320.839796747968,4315.901911357341,1,1.0,10.03521974361808,-0.0005457622825297825
2025-12-20 20:00:00,4340.18,4341.1068749999995,4320.975162601626,4316.017811634349,1,1.0,10.03521974361808,0.0
2025-12-20 20:30:00,4340.18,4341.180625,4321.12837398374,4316.121939058172,1,1.0,10.03521974361808,0.0
2025-12-20 21:00:00,4340.18,4341.215,4321.271422764227,4316.234349030471,1,1.0,10.03521974361808,0.0
2025-12-20 21:30:00,4341.52,4341.061875,4321.380650406504,4316.351606648199,1,1.0,10.038318047019425,0.0003087429553614296
2025-12-20 22:00:00,4340.19,4341.06875,4321.532235772357,4316.469307479224,1,1.0,10.035242865285252,-0.0003063443218045414
2025-12-20 22:30:00,4341.76,4341.074375,4321.643048780487,4316.614404432133,1,1.0,10.038872967031606,0.0003617353157352454
2025-12-20 23:00:00,4340.19,4340.98125,4321.788292682926,4316.739085872577,1,1.0,10.035242865285255,-0.00036160451061340027
2025-12-20 23:30:00,4340.18,4340.885,4321.947317073171,4316.873933518006,1,1.0,10.035219743618082,-2.304046596846021e-06
2025-12-21 00:00:00,4342.53,4341.0337500000005,4322.097113821138,4317.016149584487,1,1.0,10.040653335404022,0.0005414521978350795
2025-12-21 00:30:00,4340.17,4341.03375,4322.2400813008135,4317.130193905818,1,1.0,10.035196621950908,-0.0005434619910512639
2025-12-21 01:00:00,4340.17,4340.936875,4322.400528455285,4317.248393351801,1,1.0,10.035196621950908,0.0
2025-12-21 01:30:00,4340.94,4340.8881249999995,4322.566951219512,4317.375650969529,1,1.0,10.036976990323321,0.0001774124055047288
2025-12-21 02:00:00,4342.39,4340.978125,4322.701056910569,4317.4991966759,1,1.0,10.040329632063582,0.00033402903518608973
2025-12-21 02:30:00,4342.74,4341.003125,4322.8321544715445,4317.63864265928,1,1.0,10.041138890414679,8.060077514904229e-05
2025-12-21 03:00:00,4343.75,4341.078125,4322.992276422765,4317.772576177285,1,1.0,10.043474178799274,0.00023257206279914122
2025-12-21 03:30:00,4337.01,4340.88,4323.126097560976,4317.896703601108,1,1.0,10.027890175123854,-0.0015516546762589511
2025-12-21 04:00:00,4340.0,4340.86875,4323.28650406504,4318.016454293629,1,1.0,10.034803553608944,0.000689415057839371
2025-12-21 04:30:00,4337.88,4340.725,4323.421788617886,4318.124155124654,1,1.0,10.029901760168013,-0.000488479262672814
2025-12-21 05:00:00,4337.75,4340.573125,4323.572276422764,4318.242299168975,1,1.0,10.029601178494747,-2.996855606884896e-05
2025-12-21 05:30:00,4343.99,4340.7275,4323.751097560976,4318.367202216066,1,1.0,10.044029098811457,0.0014385338020863614
2025-12-21 06:00:00,4341.19,4340.79,4323.948211382114,4318.486288088643,1,1.0,10.037555032002675,-0.0006445687029666969
2025-12-21 06:30:00,4338.97,4340.615625,4324.106707317073,4318.599279778394,1,1.0,10.032422021890001,-0.0005113805200877009
2025-12-21 07:00:00,4339.01,4340.541875,4324.304349593496,4318.726454293629,1,1.0,10.032514508558698,9.218777728303706e-06
2025-12-21 07:30:00,4342.99,4340.717500000001,4324.504268292683,4318.850692520776,1,1.0,10.041716932094037,0.0009172599279558824
2025-12-21 08:00:00,4342.6,4340.721875,4324.726219512195,4318.9865927977835,1,1.0,10.040815187074244,-8.979988441126796e-05
2025-12-21 08:30:00,4342.07,4340.840625,4324.933821138211,4319.120997229917,1,1.0,10.039589738714007,-0.00012204670013371555
2025-12-21 09:00:00,4340.9,4340.88625,4325.139999999999,4319.23972299169,1,1.0,10.036884503654624,-0.00026945673376987944
2025-12-21 09:30:00,4339.83,4340.8168749999995,4325.336910569105,4319.356703601108,1,1.0,10.034410485266985,-0.000246492662811737
2025-12-21 10:00:00,4342.6,4340.83,4325.56024390244,4319.49324099723,1,1.0,10.040815187074244,0.0006382738494365991
2025-12-21 10:30:00,4342.74,4340.83,4325.772764227642,4319.61700831025,1,1.0,10.041138890414683,3.223875097857487e-05
2025-12-21 11:00:00,4342.73,4340.76625,4326.032642276423,4319.740941828255,1,1.0,10.041115768747508,-2.302693691169644e-06
2025-12-21 11:30:00,4342.74,4341.124374999999,4326.269837398375,4319.866260387812,1,1.0,10.041138890414683,2.302698993483787e-06
2025-12-21 12:00:00,4340.67,4341.16625,4326.503089430895,4319.9970914127425,1,1.0,10.036352705309621,-0.00047665759405346453
2025-12-21 12:30:00,4342.59,4341.460625,4326.757520325204,4320.134182825485,1,1.0,10.040792065407071,0.00044232802770083346
2025-12-21 13:00:00,4343.96,4341.84875,4327.008333333333,4320.273407202216,1,1.0,10.04395973380994,0.00031547993248270956
2025-12-21 13:30:00,4343.8,4341.836875,4327.270447154472,4320.4058171745155,1,1.0,10.043589787135152,-3.6832751682758236e-05
2025-12-21 14:00:00,4342.49,4341.918125,4327.524552845529,4320.520858725762,1,1.0,10.040560848735328,-0.0003015792623970448
2025-12-21 14:30:00,4342.98,4342.16875,4327.77699186992,4320.633130193906,1,1.0,10.041693810426866,0.00011283848667464902
2025-12-21 15:00:00,4343.97,4342.47875,4327.9826829268295,4320.759085872576,1,1.0,10.043982855477116,0.00022795407761511122
2025-12-21 15:30:00,4343.99,4342.54125,4328.183170731708,4320.853407202217,1,1.0,10.044029098811464,4.604083361448019e-06
2025-12-21 16:00:00,4340.25,4342.394375,4328.325569105691,4320.971080332411,1,1.0,10.035381595288309,-0.0008609596246768048
2025-12-21 16:30:00,4342.14,4342.39875,4328.470203252033,4321.094238227147,1,1.0,10.039751590384236,0.0004354587869364046
2025-12-21 17:00:00,4342.15,4342.476875,4328.572479674797,4321.202825484765,1,1.0,10.039774712051408,2.303011878757033e-06
2025-12-21 17:30:00,4341.01,4342.550625,4328.671422764229,4321.322880886427,1,1.0,10.03713884199355,-0.0002625427495593913
2025-12-21 18:00:00,4342.6,4342.550625,4328.788902439023,4321.432825484764,1,1.0,10.04081518707425,0.00036627420807611166
2025-12-21 18:30:00,4340.66,4342.420625,4328.892804878049,4321.551551246538,1,1.0,10.036329583642452,-0.0004467369778474728
2025-12-21 19:00:00,4342.28,4342.3925,4329.046788617886,4321.660914127424,1,1.0,10.040075293724675,0.0003732151331825584
2025-12-21 19:30:00,4342.31,4342.365625,4329.196585365853,4321.781412742382,1,1.0,10.040144658726199,6.908812881789572e-06
2025-12-21 20:00:00,4342.45,4342.476875,4329.371382113822,4321.883767313019,1,1.0,10.040468362066635,3.224090403475266e-05
2025-12-21 20:30:00,4342.78,4342.4887499999995,4329.539959349593,4322.000886426592,1,1.0,10.041231377083385,7.599396653956703e-05
2025-12-21 21:00:00,4343.05,4342.431875,4329.716504065041,4322.107700831025,1,1.0,10.04185566209709,6.217215700554668e-05
2025-12-21 21:30:00,4343.58,4342.418125,4329.863780487804,4322.2253462603885,1,1.0,10.043081110457324,0.00012203405440880388
2025-12-21 22:00:00,4344.19,4342.524375,4330.039430894309,4322.352465373961,1,1.0,10.044491532154948,0.00014043715092149078
2025-12-21 22:30:00,4339.29,4342.29375,4330.167276422764,4322.459085872576,1,1.0,10.033161915239585,-0.0011279432989808047
2025-12-21 23:00:00,4338.04,4341.923125,4330.2965447154465,4322.557645429363,1,1.0,10.030271706842807,-0.000288065559112205
2025-12-21 23:30:00,4338.72,4341.59375,4330.445772357723,4322.656592797784,1,1.0,10.031843980210656,0.00015675281924565354
2025-12-22 00:00:00,4347.96,4342.075625,4330.650731707317,4322.794709141274,1,1.0,10.05320840067963,0.0021296603606593134
2025-12-22 00:30:00,4349.0,4342.504375,4330.842764227643,4322.919916897507,1,1.0,10.055613054065748,0.0002391926328668692
2025-12-22 01:00:00,4353.99,4343.244375,4331.039390243902,4323.0693351800555,1,1.0,10.06715076598568,0.001147390204644605
2025-12-22 01:30:00,4377.24,4345.50875,4331.330528455284,4323.277867036011,1,1.0,10.120908642165729,0.005339929581831937
2025-12-22 02:00:00,4372.13,4347.354375,4331.644715447155,4323.480969529086,1,1.0,10.109093470239706,-0.0011674022900274306
2025-12-22 02:30:00,4381.09,4349.881249999999,4332.039390243902,4323.700304709141,1,1.0,10.129810484027802,0.0020493443699065583
2025-12-22 03:00:00,4377.33,4352.071875,4332.314430894309,4323.931052631579,1,1.0,10.121116737170297,-0.0008582339098260894
2025-12-22 03:30:00,4393.98,4355.30125,4332.61743902439,4324.18864265928,1,1.0,10.15961431301536,0.003803688549869344
2025-12-22 04:00:00,4391.69,4358.37875,4332.916544715447,4324.442659279778,1,1.0,10.154319451232467,-0.0005211675974856611
2025-12-22 04:30:00,4395.74,4361.688749999999,4333.221829268292,4324.721301939058,1,1.0,10.163683726438023,0.0009221962388055172
2025-12-22 05:00:00,4397.98,4365.121875,4333.569349593496,4325.006011080332,1,1.0,10.168862979885049,0.0005095842793250149
2025-12-22 05:30:00,4392.85,4368.20125,4333.916260162601,4325.276371191136,1,1.0,10.157001564624679,-0.0011664445950184676
2025-12-22 06:00:00,4391.34,4371.148125,4334.237113821138,4325.542520775623,1,1.0,10.153510192881372,-0.0003437403963258978
2025-12-22 06:30:00,4404.58,4375.22875,4334.607398373983,4325.845235457064,1,1.0,10.184123280220032,0.0030150250265295053
2025-12-22 07:00:00,4414.03,4379.978125,4335.006788617886,4326.1512742382265,1,1.0,10.205973255699663,0.0021454940085092744
2025-12-22 07:30:00,4415.07,4384.75,4335.3936585365855,4326.482991689751,1,1.0,10.20837790908578,0.00023561235424307547
2025-12-22 08:00:00,4407.33,4388.460625,4335.739227642277,4326.770470914128,1,1.0,10.190481738692938,-0.0017530865875285961
2025-12-22 08:30:00,4406.61,4392.06125,4336.08394308943,4327.078670360111,1,1.0,10.188816978656394,-0.00016336421370766185
2025-12-22 09:00:00,4403.03,4395.126249999999,4336.409918699187,4327.354238227146,1,1.0,10.180539421808026,-0.0008124158933965342
2025-12-22 09:30:00,4408.27,4397.065625,4336.762520325204,4327.64296398892,1,1.0,10.192655175407317,0.0011900895519678656
2025-12-22 10:00:00,4406.25,4399.198125,4337.126422764228,4327.93728531856,1,1.0,10.187984598638124,-0.0004582296456433488
2025-12-22 10:30:00,4405.03,4400.694375,4337.483455284552,4328.244819944599,1,1.0,10.18516375524287,-0.0002768794326242219
2025-12-22 11:00:00,4408.92,4402.66875,4337.87743902439,4328.544792243767,1,1.0,10.194158083773639,0.0008830813865059461
2025-12-22 11:30:00,4406.62,4403.45875,4338.250609756098,4328.845512465374,1,1.0,10.188840100323569,-0.000521669705959793
2025-12-22 12:00:00,4408.36,4404.500625000001,4338.613983739838,4329.1398891966755,1,1.0,10.192863270411882,0.00039486045994441277
2025-12-22 12:30:00,4413.02,4405.580625,4339.006585365853,4329.464930747922,1,1.0,10.203637967315068,0.0010570824524314126
2025-12-22 13:00:00,4420.76,4407.004375,4339.425203252032,4329.808504155124,1,1.0,10.22153413770791,0.0017539009567144603
2025-12-22 13:30:00,4423.98,4408.95,4339.86825203252,4330.137202216067,1,1.0,10.228979314538005,0.0007283815452545639
2025-12-22 14:00:00,4423.3,4410.9475,4340.304430894308,4330.427340720222,1,1.0,10.22740704117016,-0.00015370774732237358
2025-12-22 14:30:00,4416.7,4411.705,4340.710447154472,4330.698448753462,1,1.0,10.212146740835177,-0.0014920986593720542
2025-12-22 15:00:00,4418.0,4411.953125,4341.11987804878,4330.973988919667,1,1.0,10.215152557567826,0.000294337401227196
2025-12-22 15:30:00,4427.99,4412.760625,4341.577926829268,4331.291024930748,1,1.0,10.238251103074866,0.0022612041647804837
2025-12-22 16:00:00,4429.2,4414.1275000000005,4342.014349593495,4331.58947368421,1,1.0,10.241048824802945,0.0002732616830660728
2025-12-22 16:30:00,4430.0,4415.5893750000005,4342.422886178861,4331.892714681439,1,1.0,10.242898558176883,0.00018061952497072653
2025-12-22 17:00:00,4435.6,4417.625,4342.881056910569,4332.208227146814,1,1.0,10.255846691794444,0.0012641083521445218
2025-12-22 17:30:00,4437.77,4419.46875,4343.319918699187,4332.534626038781,1,1.0,10.260864093571247,0.0004892235548741297
2025-12-22 18:00:00,4436.99,4421.39,4343.7572357723575,4332.834847645429,1,1.0,10.259060603531655,-0.00017576395351737162
2025-12-22 18:30:00,4434.31,4423.22,4344.207479674797,4333.12645429363,1,1.0,10.252863996728967,-0.0006040130809398248
2025-12-22 19:00:00,4426.36,4424.31,4344.648780487804,4333.384432132964,1,1.0,10.234482271325465,-0.0017928381191213427
2025-12-22 19:30:00,4434.0,4426.02125,4345.084105691057,4333.660941828254,1,1.0,10.252147225046567,0.001726023188353576
2025-12-22 20:00:00,4432.39,4427.523125,4345.504674796749,4333.938698060942,1,1.0,10.248424636631519,-0.0003631032927378097
2025-12-22 20:30:00,4440.25,4429.225,4345.948821138212,4334.2375069252075,1,1.0,10.26659826703045,0.0017733096591228126
2025-12-22 21:00:00,4444.41,4430.703125,4346.398455284553,4334.532271468143,1,1.0,10.276216880574921,0.0009368841844490383
2025-12-22 21:30:00,4447.91,4432.19875,4346.877195121951,4334.851911357341,1,1.0,10.284309464085897,0.0007875061031723529
2025-12-22 22:00:00,4448.77,4433.790625,4347.3479674796745,4335.172936288089,1,1.0,10.28629792746288,0.00019334923593339326
2025-12-22 22:30:00,4450.01,4435.8725,4347.856097560975,4335.505290858726,1,1.0,10.28916501419248,0.00027872872726608655
2025-12-22 23:00:00,4460.25,4438.513125,4348.374227642275,4335.877119113573,1,1.0,10.312841601378878,0.002301118424453019
2025-12-22 23:30:00,4464.33,4440.784374999999,4348.920813008131,4336.251135734072,1,1.0,10.322275241585956,0.0009147469312258405
2025-12-23 00:00:00,4480.0,4443.959375,4349.504268292683,4336.6732963988925,1,1.0,10.358506894047949,0.0035100451803518062
2025-12-23 00:30:00,4482.32,4447.229375,4350.132723577236,4337.087479224377,1,1.0,10.363871120832366,0.0005178571428570145
2025-12-23 01:00:00,4487.54,4450.475625,4350.748780487806,4337.507506925208,1,1.0,10.375940631097308,0.0011645754876938863
2025-12-23 01:30:00,4494.62,4454.02875,4351.412926829268,4337.96055401662,1,1.0,10.39231077145665,0.0015777018143570132
2025-12-23 02:00:00,4492.01,4457.4675,4352.042235772357,4338.420166204986,1,1.0,10.386276016324182,-0.0005806942522392777
2025-12-23 02:30:00,4497.03,4461.3875,4352.7178861788625,4338.916620498615,1,1.0,10.397883093245635,0.001117539809572854
2025-12-23 03:00:00,4492.99,4465.551875,4353.37069105691,4339.41407202216,1,1.0,10.388541939707252,-0.0008983707024413645
2025-12-23 03:30:00,4498.16,4469.561875,4354.038333333333,4339.93135734072,1,1.0,10.400495841636321,0.0011506813947950167
2025-12-23 04:00:00,4499.0,4473.725,4354.746788617886,4340.430886426592,1,1.0,10.402438061678955,0.0001867430238142731
2025-12-23 04:30:00,4490.97,4476.895,4355.413373983741,4340.948725761774,1,1.0,10.383871362938063,-0.0017848410757945743
2025-12-23 05:00:00,4483.5,4479.338125,4356.051016260163,4341.438975069253,1,1.0,10.366599477558925,-0.0016633377644473812
2025-12-23 05:30:00,4483.0,4481.53125,4356.693455284553,4341.926842105263,1,1.0,10.365443394200213,-0.00011152001784320298
2025-12-23 06:00:00,4475.57,4483.20625,4357.305975609756,4342.406288088642,1,1.0,10.34826399548977,-0.001657372295338022
2025-12-23 06:30:00,4482.8,4485.255625,4357.960447154472,4342.898836565097,1,1.0,10.364980960856727,0.0016154366929799213
2025-12-23 07:00:00,4487.09,4486.933125,4358.6402845528455,4343.376509695291,1,1.0,10.374900156074464,0.000956991166235488
2025-12-23 07:30:00,4487.09,4488.355625,4359.315487804877,4343.886731301939,1,1.0,10.374900156074464,0.0
