entry_date,exit_date,side,entry_price,exit_price,pnl_pct,hold_candles
2024-09-16 04:00:00,2024-09-18 08:00:00,SHORT,131.178,129.347,0.013158133223558743,13
2024-09-18 12:00:00,2024-09-18 16:00:00,LONG,127.618,129.441,0.01348481875597492,1
2024-09-18 16:00:00,2024-09-18 20:00:00,SHORT,129.441,134.299,-0.03833061240256182,1
2024-09-19 08:00:00,2024-09-21 04:00:00,SHORT,139.368,147.371,-0.05822351185351024,11
2024-09-21 20:00:00,2024-09-22 04:00:00,SHORT,149.372,147.148,0.014089001954851094,2
2024-09-25 00:00:00,2024-09-25 08:00:00,SHORT,151.906,150.886,0.005914678814530105,2
2024-09-26 16:00:00,2024-09-26 20:00:00,SHORT,155.449,155.48,-0.0009994223185737926,1
2024-09-28 04:00:00,2024-09-29 08:00:00,LONG,156.325,156.689,0.0015284823284823562,7
2024-09-30 00:00:00,2024-09-30 04:00:00,LONG,156.107,156.812,0.0037161331650727544,1
2024-10-01 20:00:00,2024-10-02 00:00:00,LONG,145.071,147.132,0.01340683665239784,1
2024-10-05 12:00:00,2024-10-06 00:00:00,LONG,142.814,142.629,-0.0020953912081448757,3
2024-10-10 00:00:00,2024-10-10 04:00:00,LONG,139.819,139.62,-0.0022232686544745982,1
2024-10-16 00:00:00,2024-10-17 20:00:00,LONG,154.14,150.45,-0.024739275982872698,11
2024-10-18 00:00:00,2024-10-18 08:00:00,LONG,151.84,152.96,0.0065761854583772685,2
2024-10-18 08:00:00,2024-10-18 20:00:00,SHORT,152.96,154.86,-0.013221548117154848,3
2024-10-19 04:00:00,2024-10-21 12:00:00,LONG,154.47,165.36,0.06969912604389211,14
2024-10-22 20:00:00,2024-10-23 04:00:00,SHORT,167.56,165.67,0.01047954165672007,2
2024-10-29 04:00:00,2024-10-29 08:00:00,SHORT,180.13,180.73,-0.004130927663354213,1
2024-10-31 16:00:00,2024-10-31 20:00:00,LONG,168.68,168.62,-0.00115570310647381,1
2024-11-02 12:00:00,2024-11-02 20:00:00,LONG,163.73,166.09,0.013613974225859731,2
2024-11-16 12:00:00,2024-11-16 16:00:00,SHORT,215.12,216.33,-0.006424767571587988,1
2024-11-16 20:00:00,2024-11-17 08:00:00,SHORT,215.87,235.05,-0.08964977069532591,3
2024-11-20 16:00:00,2024-11-20 20:00:00,SHORT,232.97,235.47,-0.011530995407133966,1
